OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID
SO - 0002304,In-Store,WARE-NMK1003,27/10/2018,10/2/2019,3/3/2019,8/3/2019,USD,10,30,90,13
SO - 0002305,Wholesale,WARE-UHY1004,27/10/2018,10/2/2019,13/2/2019,14/2/2019,USD,26,39,248,36
SO - 0002306,Online,WARE-NMK1003,27/10/2018,10/2/2019,23/2/2019,25/2/2019,USD,17,15,171,7
SO - 0002307,Online,WARE-XYS1001,27/10/2018,10/2/2019,22/2/2019,4/3/2019,USD,12,17,12,44
SO - 0002308,Online,WARE-MKL1006,27/10/2018,10/2/2019,5/3/2019,13/3/2019,USD,15,23,349,20
SO - 0002309,Wholesale,WARE-XYS1001,27/10/2018,10/2/2019,19/2/2019,27/2/2019,USD,25,27,14,19
SO - 0002310,Online,WARE-NBV1002,27/10/2018,10/2/2019,17/2/2019,21/2/2019,USD,14,17,67,9
SO - 0002311,Online,WARE-UHY1004,27/10/2018,10/2/2019,4/3/2019,14/3/2019,USD,15,25,259,9
SO - 0002312,In-Store,WARE-UHY1004,27/10/2018,10/2/2019,10/3/2019,15/3/2019,USD,2,15,255,42
SO - 0002313,Wholesale,WARE-PUJ1005,27/10/2018,11/2/2019,25/2/2019,1/3/2019,USD,28,10,271,27
SO - 0002314,In-Store,WARE-NMK1003,27/10/2018,11/2/2019,27/2/2019,4/3/2019,USD,10,4,190,17
SO - 0002315,Distributor,WARE-UHY1004,27/10/2018,11/2/2019,27/2/2019,3/3/2019,USD,21,17,236,45
SO - 0002316,In-Store,WARE-NMK1003,27/10/2018,11/2/2019,26/2/2019,1/3/2019,USD,7,43,116,43
SO - 0002317,In-Store,WARE-PUJ1005,27/10/2018,11/2/2019,13/2/2019,19/2/2019,USD,5,31,306,36
SO - 0002318,Distributor,WARE-UHY1004,27/10/2018,11/2/2019,2/3/2019,4/3/2019,USD,24,38,225,8
SO - 0002319,In-Store,WARE-NMK1003,27/10/2018,11/2/2019,1/3/2019,10/3/2019,USD,12,34,173,30
SO - 0002320,In-Store,WARE-PUJ1005,27/10/2018,11/2/2019,7/3/2019,13/3/2019,USD,5,44,272,40
SO - 0002321,Wholesale,WARE-XYS1001,27/10/2018,11/2/2019,19/2/2019,28/2/2019,USD,28,33,38,17
SO - 0002322,Wholesale,WARE-NMK1003,27/10/2018,11/2/2019,24/2/2019,6/3/2019,USD,27,33,159,26
SO - 0002323,Distributor,WARE-NMK1003,27/10/2018,12/2/2019,15/2/2019,16/2/2019,USD,24,13,134,7
SO - 0002324,Distributor,WARE-NMK1003,27/10/2018,12/2/2019,9/3/2019,15/3/2019,USD,24,25,91,22
SO - 0002325,In-Store,WARE-NMK1003,27/10/2018,12/2/2019,6/3/2019,7/3/2019,USD,7,47,97,9
SO - 0002326,Online,WARE-XYS1001,27/10/2018,12/2/2019,21/2/2019,28/2/2019,USD,19,31,54,4
SO - 0002327,In-Store,WARE-PUJ1005,27/10/2018,12/2/2019,9/3/2019,10/3/2019,USD,11,7,322,31
SO - 0002328,Online,WARE-MKL1006,27/10/2018,12/2/2019,5/3/2019,12/3/2019,USD,12,44,365,40
SO - 0002329,In-Store,WARE-NMK1003,27/10/2018,12/2/2019,24/2/2019,27/2/2019,USD,5,3,153,23
SO - 0002330,Wholesale,WARE-PUJ1005,27/10/2018,12/2/2019,10/3/2019,15/3/2019,USD,28,40,284,10
SO - 0002331,In-Store,WARE-XYS1001,27/10/2018,12/2/2019,9/3/2019,14/3/2019,USD,10,18,6,30
SO - 0002332,Wholesale,WARE-PUJ1005,27/10/2018,12/2/2019,11/3/2019,12/3/2019,USD,28,6,284,9
SO - 0002333,Online,WARE-PUJ1005,27/10/2018,12/2/2019,6/3/2019,12/3/2019,USD,16,37,271,43
SO - 0002334,In-Store,WARE-XYS1001,27/10/2018,12/2/2019,6/3/2019,9/3/2019,USD,3,36,26,40
SO - 0002335,Online,WARE-UHY1004,27/10/2018,13/2/2019,19/2/2019,24/2/2019,USD,15,50,210,4
SO - 0002336,In-Store,WARE-XYS1001,27/10/2018,13/2/2019,18/2/2019,20/2/2019,USD,3,20,11,2
SO - 0002337,In-Store,WARE-NMK1003,27/10/2018,14/2/2019,6/3/2019,10/3/2019,USD,9,29,170,6
SO - 0002338,Distributor,WARE-UHY1004,27/10/2018,14/2/2019,3/3/2019,13/3/2019,USD,22,23,248,12
SO - 0002339,Wholesale,WARE-UHY1004,27/10/2018,14/2/2019,5/3/2019,13/3/2019,USD,25,14,253,2
SO - 0002340,In-Store,WARE-XYS1001,27/10/2018,14/2/2019,4/3/2019,6/3/2019,USD,3,16,47,37
SO - 0002341,In-Store,WARE-XYS1001,27/10/2018,14/2/2019,23/2/2019,25/2/2019,USD,7,38,19,10
SO - 0002342,In-Store,WARE-NMK1003,27/10/2018,14/2/2019,24/2/2019,28/2/2019,USD,5,13,182,5
SO - 0002343,In-Store,WARE-UHY1004,27/10/2018,14/2/2019,14/3/2019,15/3/2019,USD,9,3,260,19
SO - 0002344,In-Store,WARE-PUJ1005,27/10/2018,14/2/2019,6/3/2019,10/3/2019,USD,12,31,319,18
SO - 0002345,In-Store,WARE-UHY1004,27/10/2018,14/2/2019,10/3/2019,18/3/2019,USD,3,9,247,37
SO - 0002346,Online,WARE-NMK1003,27/10/2018,14/2/2019,9/3/2019,18/3/2019,USD,20,13,129,34
SO - 0002347,Distributor,WARE-NBV1002,27/10/2018,15/2/2019,5/3/2019,8/3/2019,USD,22,27,87,41
SO - 0002348,Wholesale,WARE-NMK1003,27/10/2018,15/2/2019,5/3/2019,12/3/2019,USD,27,1,93,9
SO - 0002349,Online,WARE-PUJ1005,27/10/2018,15/2/2019,6/3/2019,16/3/2019,USD,20,38,326,44
SO - 0002350,In-Store,WARE-PUJ1005,27/10/2018,15/2/2019,13/3/2019,22/3/2019,USD,9,23,318,37
SO - 0002351,Distributor,WARE-NMK1003,27/10/2018,16/2/2019,16/3/2019,17/3/2019,USD,25,11,172,14
SO - 0002352,In-Store,WARE-NMK1003,27/10/2018,16/2/2019,3/3/2019,9/3/2019,USD,5,17,181,13
SO - 0002353,Online,WARE-UHY1004,27/10/2018,16/2/2019,5/3/2019,11/3/2019,USD,19,3,225,37
SO - 0002354,Distributor,WARE-UHY1004,27/10/2018,16/2/2019,1/3/2019,2/3/2019,USD,24,4,220,4
SO - 0002355,In-Store,WARE-PUJ1005,27/10/2018,16/2/2019,24/2/2019,25/2/2019,USD,10,3,285,6
SO - 0002356,Wholesale,WARE-NMK1003,27/10/2018,16/2/2019,5/3/2019,11/3/2019,USD,28,47,105,41
SO - 0002357,Wholesale,WARE-NMK1003,27/10/2018,16/2/2019,1/3/2019,4/3/2019,USD,28,3,119,1
SO - 0002358,Distributor,WARE-NMK1003,27/10/2018,16/2/2019,4/3/2019,9/3/2019,USD,23,49,165,29
SO - 0002359,Distributor,WARE-NMK1003,27/10/2018,16/2/2019,4/3/2019,14/3/2019,USD,25,1,196,9
SO - 0002360,In-Store,WARE-NMK1003,27/10/2018,17/2/2019,26/2/2019,27/2/2019,USD,6,17,120,1
SO - 0002361,In-Store,WARE-NMK1003,27/10/2018,17/2/2019,27/2/2019,28/2/2019,USD,4,11,183,38
SO - 0002362,In-Store,WARE-NMK1003,27/10/2018,17/2/2019,8/3/2019,12/3/2019,USD,10,25,106,41
SO - 0002363,Online,WARE-NBV1002,27/10/2018,17/2/2019,12/3/2019,17/3/2019,USD,14,33,72,35
SO - 0002364,Wholesale,WARE-XYS1001,27/10/2018,17/2/2019,10/3/2019,11/3/2019,USD,27,7,26,25
SO - 0002365,In-Store,WARE-NMK1003,27/10/2018,17/2/2019,22/2/2019,1/3/2019,USD,10,46,120,45
SO - 0002366,In-Store,WARE-PUJ1005,27/10/2018,17/2/2019,21/2/2019,1/3/2019,USD,11,21,311,25
SO - 0002367,Online,WARE-UHY1004,27/10/2018,17/2/2019,27/2/2019,7/3/2019,USD,19,9,227,33
SO - 0002368,Distributor,WARE-PUJ1005,27/10/2018,17/2/2019,17/3/2019,27/3/2019,USD,22,5,278,12
SO - 0002369,In-Store,WARE-UHY1004,27/10/2018,17/2/2019,7/3/2019,13/3/2019,USD,2,45,247,15
SO - 0002370,In-Store,WARE-PUJ1005,27/10/2018,17/2/2019,26/2/2019,28/2/2019,USD,3,13,318,6
SO - 0002371,In-Store,WARE-UHY1004,27/10/2018,17/2/2019,2/3/2019,11/3/2019,USD,6,27,237,7
SO - 0002372,In-Store,WARE-UHY1004,27/10/2018,17/2/2019,10/3/2019,16/3/2019,USD,11,27,242,21
SO - 0002373,Distributor,WARE-NMK1003,27/10/2018,17/2/2019,16/3/2019,19/3/2019,USD,22,9,94,17
SO - 0002374,Online,WARE-NMK1003,27/10/2018,17/2/2019,27/2/2019,9/3/2019,USD,18,40,177,12
SO - 0002375,Wholesale,WARE-MKL1006,27/10/2018,18/2/2019,16/3/2019,20/3/2019,USD,28,50,344,6
SO - 0002376,In-Store,WARE-UHY1004,27/10/2018,18/2/2019,12/3/2019,22/3/2019,USD,7,3,227,26
SO - 0002377,Wholesale,WARE-XYS1001,27/10/2018,18/2/2019,27/2/2019,8/3/2019,USD,27,5,48,7
SO - 0002378,In-Store,WARE-PUJ1005,27/10/2018,18/2/2019,12/3/2019,20/3/2019,USD,1,42,318,41
SO - 0002379,In-Store,WARE-XYS1001,27/10/2018,18/2/2019,27/2/2019,7/3/2019,USD,3,39,15,31
SO - 0002380,In-Store,WARE-PUJ1005,27/10/2018,18/2/2019,5/3/2019,10/3/2019,USD,1,17,293,4
SO - 0002381,In-Store,WARE-NMK1003,27/10/2018,18/2/2019,3/3/2019,4/3/2019,USD,11,33,132,19
SO - 0002382,Online,WARE-XYS1001,27/10/2018,19/2/2019,2/3/2019,11/3/2019,USD,15,9,41,39
SO - 0002383,In-Store,WARE-PUJ1005,27/10/2018,19/2/2019,5/3/2019,11/3/2019,USD,10,50,268,46
SO - 0002384,Online,WARE-UHY1004,27/10/2018,19/2/2019,16/3/2019,25/3/2019,USD,13,17,258,42
SO - 0002385,Distributor,WARE-MKL1006,27/10/2018,19/2/2019,23/2/2019,1/3/2019,USD,21,4,367,44
SO - 0002386,Distributor,WARE-NMK1003,27/10/2018,19/2/2019,5/3/2019,13/3/2019,USD,23,46,143,33
SO - 0002387,Distributor,WARE-UHY1004,27/10/2018,19/2/2019,19/3/2019,20/3/2019,USD,23,44,208,5
SO - 0002388,Online,WARE-NMK1003,27/10/2018,19/2/2019,24/2/2019,28/2/2019,USD,12,31,162,25
SO - 0002389,In-Store,WARE-NMK1003,27/10/2018,20/2/2019,26/2/2019,27/2/2019,USD,4,35,102,14
SO - 0002390,Wholesale,WARE-NMK1003,27/10/2018,20/2/2019,4/3/2019,6/3/2019,USD,26,49,117,45
SO - 0002391,Online,WARE-PUJ1005,27/10/2018,20/2/2019,3/3/2019,7/3/2019,USD,19,12,274,24
SO - 0002392,In-Store,WARE-NMK1003,27/10/2018,20/2/2019,10/3/2019,15/3/2019,USD,8,3,92,3
SO - 0002393,In-Store,WARE-XYS1001,27/10/2018,20/2/2019,13/3/2019,17/3/2019,USD,11,46,21,31
SO - 0002394,In-Store,WARE-UHY1004,27/10/2018,20/2/2019,8/3/2019,16/3/2019,USD,4,43,228,8
SO - 0002395,Online,WARE-NBV1002,27/10/2018,20/2/2019,22/2/2019,2/3/2019,USD,16,10,61,11
SO - 0002396,In-Store,WARE-NMK1003,27/10/2018,20/2/2019,15/3/2019,25/3/2019,USD,11,36,91,46
SO - 0002397,In-Store,WARE-NMK1003,27/10/2018,20/2/2019,12/3/2019,17/3/2019,USD,2,34,197,43
SO - 0002398,In-Store,WARE-XYS1001,27/10/2018,20/2/2019,20/3/2019,27/3/2019,USD,4,32,4,33
SO - 0002399,Online,WARE-PUJ1005,27/10/2018,20/2/2019,13/3/2019,14/3/2019,USD,19,2,278,5
SO - 0002400,In-Store,WARE-NMK1003,27/10/2018,21/2/2019,24/2/2019,1/3/2019,USD,2,49,168,17
SO - 0002401,In-Store,WARE-NBV1002,27/10/2018,21/2/2019,8/3/2019,17/3/2019,USD,6,46,77,6
SO - 0002402,Online,WARE-NMK1003,27/10/2018,21/2/2019,10/3/2019,16/3/2019,USD,13,12,119,19
SO - 0002403,Online,WARE-XYS1001,27/10/2018,21/2/2019,26/2/2019,5/3/2019,USD,19,25,21,12
SO - 0002404,Online,WARE-XYS1001,27/10/2018,21/2/2019,1/3/2019,11/3/2019,USD,15,44,27,16
SO - 0002405,Wholesale,WARE-XYS1001,27/10/2018,22/2/2019,14/3/2019,20/3/2019,USD,27,23,22,6
SO - 0002406,In-Store,WARE-MKL1006,27/10/2018,22/2/2019,16/3/2019,22/3/2019,USD,8,50,340,39
SO - 0002407,In-Store,WARE-XYS1001,27/10/2018,22/2/2019,19/3/2019,21/3/2019,USD,10,12,17,42
SO - 0002408,In-Store,WARE-MKL1006,27/10/2018,22/2/2019,17/3/2019,26/3/2019,USD,7,44,358,40
SO - 0002409,Online,WARE-XYS1001,27/10/2018,22/2/2019,10/3/2019,19/3/2019,USD,17,6,6,21
SO - 0002410,In-Store,WARE-NMK1003,27/10/2018,22/2/2019,26/2/2019,4/3/2019,USD,8,18,124,23
SO - 0002411,Wholesale,WARE-NBV1002,27/10/2018,22/2/2019,11/3/2019,14/3/2019,USD,28,23,80,16
SO - 0002412,Online,WARE-NMK1003,27/10/2018,22/2/2019,18/3/2019,19/3/2019,USD,17,31,179,27
SO - 0002413,Distributor,WARE-UHY1004,27/10/2018,22/2/2019,18/3/2019,26/3/2019,USD,22,47,242,20
SO - 0002414,Distributor,WARE-XYS1001,27/10/2018,23/2/2019,13/3/2019,22/3/2019,USD,25,46,50,19
SO - 0002415,Online,WARE-MKL1006,27/10/2018,23/2/2019,25/2/2019,2/3/2019,USD,17,45,334,11
SO - 0002416,Online,WARE-NMK1003,27/10/2018,23/2/2019,2/3/2019,6/3/2019,USD,19,8,148,4
SO - 0002417,In-Store,WARE-NBV1002,27/10/2018,23/2/2019,8/3/2019,12/3/2019,USD,7,44,62,28
SO - 0002418,Distributor,WARE-XYS1001,27/10/2018,23/2/2019,10/3/2019,14/3/2019,USD,22,35,31,2
SO - 0002419,Online,WARE-PUJ1005,27/10/2018,23/2/2019,6/3/2019,13/3/2019,USD,16,5,326,5
SO - 0002420,In-Store,WARE-NMK1003,27/10/2018,23/2/2019,16/3/2019,17/3/2019,USD,8,16,91,16
SO - 0002421,In-Store,WARE-NMK1003,27/10/2018,23/2/2019,26/2/2019,28/2/2019,USD,8,27,195,17
SO - 0002422,Online,WARE-NMK1003,27/10/2018,23/2/2019,1/3/2019,6/3/2019,USD,13,32,195,13
SO - 0002423,Online,WARE-NBV1002,27/10/2018,23/2/2019,10/3/2019,14/3/2019,USD,17,36,61,6
SO - 0002424,In-Store,WARE-PUJ1005,27/10/2018,23/2/2019,23/3/2019,28/3/2019,USD,10,15,292,21
SO - 0002425,Wholesale,WARE-MKL1006,27/10/2018,24/2/2019,28/2/2019,10/3/2019,USD,26,15,366,40
SO - 0002426,In-Store,WARE-XYS1001,27/10/2018,24/2/2019,5/3/2019,6/3/2019,USD,8,21,20,35
SO - 0002427,Distributor,WARE-XYS1001,27/10/2018,24/2/2019,13/3/2019,16/3/2019,USD,24,18,31,5
SO - 0002428,Online,WARE-PUJ1005,27/10/2018,24/2/2019,20/3/2019,27/3/2019,USD,12,32,305,21
SO - 0002429,In-Store,WARE-PUJ1005,27/10/2018,24/2/2019,7/3/2019,17/3/2019,USD,8,33,284,3
SO - 0002430,Distributor,WARE-NMK1003,27/10/2018,25/2/2019,5/3/2019,14/3/2019,USD,21,20,125,24
SO - 0002431,In-Store,WARE-UHY1004,27/10/2018,25/2/2019,22/3/2019,28/3/2019,USD,10,24,237,38
SO - 0002432,Online,WARE-NBV1002,27/10/2018,25/2/2019,5/3/2019,9/3/2019,USD,18,16,60,35
SO - 0002433,Distributor,WARE-MKL1006,27/10/2018,25/2/2019,18/3/2019,19/3/2019,USD,23,38,361,15
SO - 0002434,Distributor,WARE-NMK1003,27/10/2018,25/2/2019,10/3/2019,15/3/2019,USD,21,47,120,35
SO - 0002435,Online,WARE-XYS1001,27/10/2018,25/2/2019,12/3/2019,22/3/2019,USD,15,29,30,19
SO - 0002436,Online,WARE-MKL1006,27/10/2018,25/2/2019,28/2/2019,8/3/2019,USD,19,7,332,15
SO - 0002437,In-Store,WARE-PUJ1005,27/10/2018,25/2/2019,5/3/2019,7/3/2019,USD,11,13,319,37
SO - 0002438,Online,WARE-UHY1004,27/10/2018,25/2/2019,6/3/2019,12/3/2019,USD,14,44,223,45
SO - 0002439,In-Store,WARE-UHY1004,27/10/2018,26/2/2019,6/3/2019,10/3/2019,USD,6,33,254,12
SO - 0002440,In-Store,WARE-MKL1006,27/10/2018,26/2/2019,3/3/2019,4/3/2019,USD,1,18,356,31
SO - 0002441,In-Store,WARE-NMK1003,27/10/2018,26/2/2019,14/3/2019,19/3/2019,USD,1,20,88,22
SO - 0002442,In-Store,WARE-XYS1001,27/10/2018,26/2/2019,22/3/2019,28/3/2019,USD,8,18,20,9
SO - 0002443,Distributor,WARE-MKL1006,27/10/2018,26/2/2019,11/3/2019,20/3/2019,USD,21,48,337,44
SO - 0002444,Distributor,WARE-PUJ1005,27/10/2018,27/2/2019,6/3/2019,10/3/2019,USD,25,32,311,24
SO - 0002445,In-Store,WARE-NBV1002,27/10/2018,27/2/2019,11/3/2019,21/3/2019,USD,12,15,68,13
SO - 0002446,Distributor,WARE-PUJ1005,27/10/2018,27/2/2019,3/3/2019,8/3/2019,USD,23,36,263,34
SO - 0002447,In-Store,WARE-UHY1004,27/10/2018,27/2/2019,27/3/2019,6/4/2019,USD,11,43,245,26
SO - 0002448,Online,WARE-UHY1004,27/10/2018,27/2/2019,14/3/2019,22/3/2019,USD,15,5,229,12
SO - 0002449,In-Store,WARE-XYS1001,27/10/2018,27/2/2019,15/3/2019,24/3/2019,USD,6,30,8,25
SO - 0002450,Online,WARE-MKL1006,27/10/2018,27/2/2019,12/3/2019,14/3/2019,USD,18,47,354,38
SO - 0002451,Distributor,WARE-MKL1006,27/10/2018,27/2/2019,14/3/2019,24/3/2019,USD,24,6,331,8
SO - 0002452,Distributor,WARE-NBV1002,27/10/2018,27/2/2019,10/3/2019,15/3/2019,USD,21,41,87,11
SO - 0002453,Distributor,WARE-NMK1003,27/10/2018,27/2/2019,6/3/2019,14/3/2019,USD,25,11,181,21
SO - 0002454,Distributor,WARE-PUJ1005,27/10/2018,27/2/2019,17/3/2019,20/3/2019,USD,21,50,321,34
SO - 0002455,In-Store,WARE-NMK1003,27/10/2018,28/2/2019,9/3/2019,13/3/2019,USD,10,16,166,28
SO - 0002456,In-Store,WARE-MKL1006,27/10/2018,28/2/2019,3/3/2019,7/3/2019,USD,2,17,366,25
SO - 0002457,Distributor,WARE-NBV1002,27/10/2018,28/2/2019,27/3/2019,3/4/2019,USD,23,26,84,6
SO - 0002458,Online,WARE-PUJ1005,27/10/2018,28/2/2019,3/3/2019,10/3/2019,USD,19,36,320,12
SO - 0002459,Online,WARE-XYS1001,27/10/2018,28/2/2019,15/3/2019,16/3/2019,USD,18,28,39,21
SO - 0002460,In-Store,WARE-NMK1003,27/10/2018,28/2/2019,24/3/2019,27/3/2019,USD,6,34,129,40
SO - 0002461,Online,WARE-NMK1003,27/10/2018,28/2/2019,12/3/2019,19/3/2019,USD,13,27,163,34
SO - 0002462,Online,WARE-UHY1004,27/10/2018,1/3/2019,22/3/2019,24/3/2019,USD,17,38,227,5
SO - 0002463,Online,WARE-MKL1006,27/10/2018,1/3/2019,22/3/2019,31/3/2019,USD,13,21,344,18
SO - 0002464,In-Store,WARE-MKL1006,27/10/2018,1/3/2019,16/3/2019,20/3/2019,USD,4,21,333,38
SO - 0002465,Distributor,WARE-MKL1006,27/10/2018,1/3/2019,28/3/2019,2/4/2019,USD,25,31,329,33
SO - 0002466,Wholesale,WARE-XYS1001,27/10/2018,1/3/2019,19/3/2019,26/3/2019,USD,26,44,58,38
SO - 0002467,In-Store,WARE-PUJ1005,27/10/2018,1/3/2019,22/3/2019,1/4/2019,USD,2,9,320,30
SO - 0002468,Wholesale,WARE-UHY1004,27/10/2018,1/3/2019,15/3/2019,23/3/2019,USD,27,4,250,16
SO - 0002469,Online,WARE-XYS1001,27/10/2018,1/3/2019,10/3/2019,20/3/2019,USD,16,13,32,29
SO - 0002470,Distributor,WARE-NMK1003,27/10/2018,1/3/2019,25/3/2019,4/4/2019,USD,20,24,113,37
SO - 0002471,In-Store,WARE-NMK1003,27/10/2018,1/3/2019,24/3/2019,2/4/2019,USD,10,10,195,34
SO - 0002472,In-Store,WARE-UHY1004,27/10/2018,1/3/2019,17/3/2019,20/3/2019,USD,9,39,232,17
SO - 0002473,In-Store,WARE-UHY1004,27/10/2018,2/3/2019,16/3/2019,17/3/2019,USD,10,5,259,45
SO - 0002474,In-Store,WARE-NMK1003,27/10/2018,2/3/2019,21/3/2019,27/3/2019,USD,1,17,107,31
SO - 0002475,Online,WARE-NMK1003,27/10/2018,2/3/2019,15/3/2019,19/3/2019,USD,19,36,110,24
SO - 0002476,Wholesale,WARE-NMK1003,27/10/2018,3/3/2019,9/3/2019,16/3/2019,USD,27,8,152,39
SO - 0002477,Distributor,WARE-NMK1003,27/10/2018,3/3/2019,24/3/2019,27/3/2019,USD,22,18,129,13
SO - 0002478,Distributor,WARE-UHY1004,27/10/2018,3/3/2019,15/3/2019,17/3/2019,USD,21,32,234,43
SO - 0002479,Online,WARE-UHY1004,27/10/2018,3/3/2019,28/3/2019,7/4/2019,USD,14,39,242,24
SO - 0002480,Online,WARE-NMK1003,27/10/2018,3/3/2019,28/3/2019,3/4/2019,USD,17,22,145,39
SO - 0002481,Online,WARE-NMK1003,27/10/2018,3/3/2019,7/3/2019,17/3/2019,USD,18,20,173,25
SO - 0002482,In-Store,WARE-NMK1003,27/10/2018,3/3/2019,28/3/2019,29/3/2019,USD,9,10,116,28
SO - 0002483,Wholesale,WARE-PUJ1005,27/10/2018,3/3/2019,30/3/2019,3/4/2019,USD,28,19,279,15
SO - 0002484,Wholesale,WARE-MKL1006,27/10/2018,4/3/2019,31/3/2019,5/4/2019,USD,27,45,343,5
SO - 0002485,Online,WARE-UHY1004,27/10/2018,4/3/2019,31/3/2019,2/4/2019,USD,14,21,209,40
SO - 0002486,In-Store,WARE-XYS1001,27/10/2018,4/3/2019,1/4/2019,6/4/2019,USD,7,5,47,23
SO - 0002487,Distributor,WARE-NMK1003,27/10/2018,4/3/2019,12/3/2019,16/3/2019,USD,22,50,95,20
SO - 0002488,In-Store,WARE-PUJ1005,27/10/2018,5/3/2019,22/3/2019,23/3/2019,USD,2,23,323,34
SO - 0002489,In-Store,WARE-UHY1004,27/10/2018,5/3/2019,17/3/2019,19/3/2019,USD,1,37,241,14
SO - 0002490,In-Store,WARE-NMK1003,27/10/2018,5/3/2019,12/3/2019,16/3/2019,USD,6,15,129,17
SO - 0002491,In-Store,WARE-NMK1003,27/10/2018,6/3/2019,25/3/2019,30/3/2019,USD,6,11,143,12
SO - 0002492,Wholesale,WARE-NMK1003,27/10/2018,6/3/2019,8/3/2019,11/3/2019,USD,25,31,126,3
SO - 0002493,In-Store,WARE-MKL1006,27/10/2018,6/3/2019,28/3/2019,2/4/2019,USD,4,49,351,6
SO - 0002494,In-Store,WARE-UHY1004,27/10/2018,7/3/2019,10/3/2019,20/3/2019,USD,5,37,230,32
SO - 0002495,Distributor,WARE-NMK1003,27/10/2018,7/3/2019,3/4/2019,8/4/2019,USD,22,39,106,16
SO - 0002496,In-Store,WARE-PUJ1005,27/10/2018,7/3/2019,27/3/2019,4/4/2019,USD,7,28,264,46
SO - 0002497,Online,WARE-PUJ1005,27/10/2018,7/3/2019,13/3/2019,15/3/2019,USD,12,32,315,1
SO - 0002498,Distributor,WARE-XYS1001,27/10/2018,7/3/2019,24/3/2019,31/3/2019,USD,23,30,36,12
SO - 0002499,Online,WARE-UHY1004,27/10/2018,8/3/2019,28/3/2019,3/4/2019,USD,17,35,215,46
SO - 0002500,Online,WARE-MKL1006,27/10/2018,8/3/2019,21/3/2019,23/3/2019,USD,17,25,344,13
SO - 0002501,Wholesale,WARE-XYS1001,27/10/2018,8/3/2019,25/3/2019,31/3/2019,USD,28,4,44,43
SO - 0002502,In-Store,WARE-PUJ1005,27/10/2018,8/3/2019,31/3/2019,3/4/2019,USD,10,42,297,23
SO - 0002503,Online,WARE-NBV1002,27/10/2018,8/3/2019,13/3/2019,23/3/2019,USD,14,37,81,39
SO - 0002504,Online,WARE-MKL1006,27/10/2018,8/3/2019,23/3/2019,29/3/2019,USD,20,22,365,19
SO - 0002505,Online,WARE-NMK1003,27/10/2018,8/3/2019,21/3/2019,28/3/2019,USD,15,18,117,35
SO - 0002506,In-Store,WARE-NMK1003,27/10/2018,8/3/2019,26/3/2019,4/4/2019,USD,10,44,122,27
SO - 0002507,Wholesale,WARE-NMK1003,27/10/2018,8/3/2019,19/3/2019,29/3/2019,USD,28,7,191,3
SO - 0002508,In-Store,WARE-PUJ1005,27/10/2018,8/3/2019,2/4/2019,3/4/2019,USD,1,48,262,20
SO - 0002509,Online,WARE-UHY1004,27/10/2018,8/3/2019,12/3/2019,20/3/2019,USD,13,41,206,31
SO - 0002510,In-Store,WARE-UHY1004,27/10/2018,8/3/2019,19/3/2019,23/3/2019,USD,1,34,249,7
SO - 0002511,Distributor,WARE-NMK1003,27/10/2018,9/3/2019,15/3/2019,16/3/2019,USD,21,28,197,29
SO - 0002512,Online,WARE-PUJ1005,27/10/2018,9/3/2019,15/3/2019,18/3/2019,USD,17,22,276,10
SO - 0002513,Online,WARE-NMK1003,27/10/2018,9/3/2019,5/4/2019,9/4/2019,USD,16,21,155,18
SO - 0002514,Online,WARE-NMK1003,27/10/2018,9/3/2019,23/3/2019,31/3/2019,USD,19,1,152,5
SO - 0002515,In-Store,WARE-UHY1004,27/10/2018,9/3/2019,13/3/2019,19/3/2019,USD,7,14,228,28
SO - 0002516,In-Store,WARE-PUJ1005,27/10/2018,9/3/2019,5/4/2019,12/4/2019,USD,1,17,322,40
SO - 0002517,Online,WARE-NBV1002,27/10/2018,9/3/2019,30/3/2019,8/4/2019,USD,19,39,60,40
SO - 0002518,In-Store,WARE-XYS1001,27/10/2018,10/3/2019,19/3/2019,25/3/2019,USD,10,48,26,32
SO - 0002519,Online,WARE-NMK1003,27/10/2018,10/3/2019,13/3/2019,23/3/2019,USD,17,31,90,9
SO - 0002520,Wholesale,WARE-NMK1003,27/10/2018,10/3/2019,14/3/2019,18/3/2019,USD,28,48,177,22
SO - 0002521,Online,WARE-NBV1002,27/10/2018,10/3/2019,16/3/2019,26/3/2019,USD,19,5,68,7
SO - 0002522,Distributor,WARE-PUJ1005,27/10/2018,10/3/2019,25/3/2019,2/4/2019,USD,23,33,284,34
SO - 0002523,Distributor,WARE-XYS1001,27/10/2018,11/3/2019,6/4/2019,14/4/2019,USD,24,37,32,27
SO - 0002524,Online,WARE-NMK1003,27/10/2018,11/3/2019,23/3/2019,1/4/2019,USD,18,13,124,1
SO - 0002525,Wholesale,WARE-PUJ1005,27/10/2018,11/3/2019,3/4/2019,13/4/2019,USD,26,30,262,27
SO - 0002526,Distributor,WARE-XYS1001,4/2/2019,11/3/2019,15/3/2019,22/3/2019,USD,22,17,53,17
SO - 0002527,In-Store,WARE-NMK1003,27/10/2018,11/3/2019,8/4/2019,12/4/2019,USD,3,23,132,11
SO - 0002528,Online,WARE-UHY1004,27/10/2018,11/3/2019,30/3/2019,2/4/2019,USD,16,50,230,31
