OrderNumber,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0001796,7,0.1,"1,721.90","1,360.30"
SO - 0001797,2,0.05,"1,038.50",726.95
SO - 0001798,6,0.2,241.20,108.54
SO - 0001799,1,0.05,"1,051.90",673.22
SO - 0001800,8,0.075,180.90,130.25
SO - 0001801,6,0.05,268.00,219.76
SO - 0001802,1,0.2,"1,159.10",533.19
SO - 0001803,6,0.05,951.40,551.81
SO - 0001804,5,0.05,"4,006.60","2,644.36"
SO - 0001805,7,0.075,"5,648.10","2,372.20"
SO - 0001806,5,0.05,"3,926.20","3,219.48"
SO - 0001807,8,0.075,"5,326.50","4,207.94"
SO - 0001808,5,0.075,"5,467.20","2,241.55"
SO - 0001809,8,0.075,"2,546.00","1,654.90"
SO - 0001810,5,0.05,"1,072.00",889.76
SO - 0001811,7,0.075,"1,112.20",611.71
SO - 0001812,3,0.1,"2,780.50","1,390.25"
SO - 0001813,3,0.05,"2,646.50","1,534.97"
SO - 0001814,5,0.15,214.40,135.07
SO - 0001815,7,0.1,"1,125.60",821.69
SO - 0001816,7,0.05,"1,842.50",737.00
SO - 0001817,5,0.15,"1,125.60",562.80
SO - 0001818,8,0.15,"6,224.30","4,170.28"
SO - 0001819,6,0.05,"2,224.40","1,801.76"
SO - 0001820,4,0.2,"1,192.60",739.41
SO - 0001821,2,0.075,"6,097.00","2,926.56"
SO - 0001822,6,0.075,"1,031.80",866.71
SO - 0001823,1,0.05,"2,425.40","1,358.22"
SO - 0001824,4,0.075,"1,031.80",691.31
SO - 0001825,8,0.2,897.80,619.48
SO - 0001826,5,0.05,"2,458.90","1,524.52"
SO - 0001827,1,0.1,"2,358.40","1,320.70"
SO - 0001828,2,0.1,"1,788.90",840.78
SO - 0001829,2,0.1,"3,912.80","2,347.68"
SO - 0001830,8,0.05,"6,143.90","4,362.17"
SO - 0001831,2,0.05,"2,827.40","1,272.33"
SO - 0001832,3,0.2,"1,058.60",455.20
SO - 0001833,7,0.075,"1,065.30",564.61
SO - 0001834,6,0.075,"1,112.20",734.05
SO - 0001835,7,0.15,"3,832.40","2,184.47"
SO - 0001836,3,0.4,857.60,626.05
SO - 0001837,7,0.1,"5,460.50","3,003.28"
SO - 0001838,8,0.15,"2,566.10","1,950.24"
SO - 0001839,5,0.15,"2,653.20","1,193.94"
SO - 0001840,2,0.075,884.40,636.77
SO - 0001841,7,0.075,"3,805.60","1,598.35"
SO - 0001842,8,0.2,"1,152.40",887.35
SO - 0001843,3,0.075,"3,832.40","2,567.71"
SO - 0001844,4,0.05,871.00,661.96
SO - 0001845,4,0.05,"1,809.00","1,139.67"
SO - 0001846,5,0.075,"1,969.80","1,378.86"
SO - 0001847,5,0.05,"1,038.50",716.57
SO - 0001848,6,0.075,"3,651.50","1,606.66"
SO - 0001849,8,0.05,"1,949.70","1,306.30"
SO - 0001850,8,0.05,991.60,694.12
SO - 0001851,8,0.075,"2,740.30","1,205.73"
SO - 0001852,6,0.075,"1,902.80","1,255.85"
SO - 0001853,2,0.1,"2,365.10","1,773.83"
SO - 0001854,8,0.075,"1,051.90",662.70
SO - 0001855,5,0.1,"2,860.90","2,031.24"
SO - 0001856,5,0.075,"5,835.70","4,201.70"
SO - 0001857,1,0.05,"1,152.40",944.97
SO - 0001858,3,0.075,897.80,619.48
SO - 0001859,5,0.15,"1,112.20",912.00
SO - 0001860,1,0.05,"3,825.70","2,333.68"
SO - 0001861,4,0.05,"1,963.10","1,217.12"
SO - 0001862,6,0.05,"2,365.10","1,750.17"
SO - 0001863,3,0.05,958.10,584.44
SO - 0001864,3,0.05,"1,855.90","1,132.10"
SO - 0001865,5,0.05,"1,708.50","1,349.72"
SO - 0001866,7,0.075,"2,586.20","1,862.06"
SO - 0001867,2,0.1,"2,566.10","1,693.63"
SO - 0001868,3,0.075,"3,202.60","1,985.61"
SO - 0001869,2,0.075,"6,545.90","2,749.28"
SO - 0001870,4,0.15,"5,226.00","3,396.90"
SO - 0001871,8,0.4,904.50,732.65
SO - 0001872,5,0.05,"2,237.80","1,029.39"
SO - 0001873,5,0.075,"1,072.00",707.52
SO - 0001874,3,0.1,"1,092.10",884.60
SO - 0001875,2,0.1,"3,825.70","2,333.68"
SO - 0001876,6,0.1,214.40,165.09
SO - 0001877,3,0.15,"6,566.00","4,202.24"
SO - 0001878,6,0.075,"1,835.80","1,083.12"
SO - 0001879,2,0.15,"2,432.10","1,021.48"
SO - 0001880,8,0.075,"1,876.00","1,519.56"
SO - 0001881,5,0.05,"1,011.70",424.91
SO - 0001882,4,0.05,"1,038.50",768.49
SO - 0001883,7,0.05,958.10,613.18
SO - 0001884,2,0.3,"2,445.50","1,222.75"
SO - 0001885,5,0.1,"3,899.40","3,275.50"
SO - 0001886,5,0.075,"1,005.00",653.25
SO - 0001887,5,0.05,"1,775.50","1,349.38"
SO - 0001888,6,0.15,"1,125.60",855.46
SO - 0001889,2,0.05,"1,098.80",747.18
SO - 0001890,5,0.05,"1,936.30","1,490.95"
SO - 0001891,3,0.075,"3,926.20","2,669.82"
SO - 0001892,7,0.075,"3,155.70","2,240.55"
SO - 0001893,8,0.075,"3,999.90","1,679.96"
SO - 0001894,2,0.075,"1,092.10",666.18
SO - 0001895,4,0.15,"1,005.00",442.20
SO - 0001896,3,0.05,254.60,134.94
SO - 0001897,2,0.05,897.80,520.72
SO - 0001898,4,0.05,"1,748.70",821.89
SO - 0001899,4,0.075,"1,105.50",442.20
SO - 0001900,6,0.1,"5,842.40","4,323.38"
SO - 0001901,7,0.075,"1,179.20",754.69
SO - 0001902,4,0.2,"2,579.50","1,496.11"
SO - 0001903,3,0.075,924.60,656.47
SO - 0001904,3,0.075,"3,979.80","2,905.25"
SO - 0001905,4,0.05,"2,626.40","2,101.12"
SO - 0001906,3,0.075,"1,293.10","1,021.55"
SO - 0001907,8,0.1,"1,132.30",962.46
SO - 0001908,2,0.1,670.00,321.60
SO - 0001909,7,0.1,"6,539.20","4,708.22"
SO - 0001910,1,0.1,"3,256.20","2,637.52"
SO - 0001911,1,0.1,"2,579.50","1,625.09"
SO - 0001912,8,0.05,"3,852.50","2,966.43"
SO - 0001913,8,0.15,924.60,527.02
SO - 0001914,3,0.05,"3,906.10","2,421.78"
SO - 0001915,1,0.1,254.60,129.85
SO - 0001916,2,0.075,"1,072.00",589.60
SO - 0001917,2,0.15,"2,653.20","1,061.28"
SO - 0001918,6,0.075,"3,564.40","1,817.84"
SO - 0001919,8,0.4,"1,078.70",517.78
SO - 0001920,4,0.05,"6,224.30","3,112.15"
SO - 0001921,6,0.1,"1,326.60",822.49
SO - 0001922,8,0.1,221.10,159.19
SO - 0001923,8,0.05,"6,344.90","3,806.94"
SO - 0001924,2,0.15,"1,132.30",815.26
SO - 0001925,4,0.05,757.10,446.69
SO - 0001926,6,0.1,"1,038.50",882.73
SO - 0001927,6,0.05,958.10,603.60
SO - 0001928,1,0.1,"1,855.90","1,521.84"
SO - 0001929,2,0.15,"2,646.50","1,879.02"
SO - 0001930,3,0.15,"5,453.80","3,654.05"
SO - 0001931,4,0.075,"1,782.20","1,301.01"
SO - 0001932,4,0.05,"1,051.90",631.14
SO - 0001933,5,0.2,254.60,216.41
SO - 0001934,2,0.075,"2,860.90","1,745.15"
SO - 0001935,8,0.1,"2,887.70","1,212.83"
SO - 0001936,8,0.05,"1,085.40",857.47
SO - 0001937,7,0.05,"1,031.80",773.85
SO - 0001938,8,0.075,"1,172.50",644.88
SO - 0001939,4,0.075,"2,010.00",924.60
SO - 0001940,8,0.075,"5,279.60","4,118.09"
SO - 0001941,7,0.15,"1,038.50",581.56
SO - 0001942,2,0.05,"2,860.90","1,487.67"
SO - 0001943,2,0.3,978.20,626.05
SO - 0001944,3,0.05,"3,718.50","1,970.81"
SO - 0001945,2,0.1,"5,480.60","3,014.33"
SO - 0001946,3,0.1,797.30,518.25
SO - 0001947,2,0.05,247.90,123.95
SO - 0001948,4,0.075,"1,165.80",897.67
SO - 0001949,8,0.2,"6,425.30","3,212.65"
SO - 0001950,7,0.075,"1,293.10",956.89
SO - 0001951,1,0.15,"6,197.50","3,594.55"
SO - 0001952,3,0.3,"5,869.20","3,462.83"
SO - 0001953,8,0.075,"1,098.80",593.35
SO - 0001954,2,0.15,"1,072.00",889.76
SO - 0001955,1,0.1,"6,532.50","3,984.83"
SO - 0001956,3,0.075,"3,946.30","2,367.78"
SO - 0001957,8,0.3,"1,031.80",835.76
SO - 0001958,4,0.3,"5,172.40","3,258.61"
SO - 0001959,4,0.05,"2,512.50","1,306.50"
SO - 0001960,7,0.05,"2,639.80","2,032.65"
SO - 0001961,1,0.05,"1,051.90",662.70
SO - 0001962,1,0.05,"1,051.90",757.37
SO - 0001963,7,0.05,"2,003.30","1,482.44"
SO - 0001964,4,0.05,837.50,502.50
SO - 0001965,5,0.05,"5,815.60","4,303.54"
SO - 0001966,7,0.05,"1,172.50",973.18
SO - 0001967,6,0.2,"1,118.90",716.10
SO - 0001968,8,0.15,"3,845.80","3,230.47"
SO - 0001969,3,0.075,"2,586.20","1,034.48"
SO - 0001970,7,0.1,"5,165.70","2,066.28"
SO - 0001971,3,0.05,"3,155.70","1,262.28"
SO - 0001972,8,0.2,"2,304.80","1,613.36"
SO - 0001973,3,0.05,"3,839.10","2,802.54"
SO - 0001974,2,0.4,"1,005.00",723.60
SO - 0001975,6,0.075,"2,525.90","1,768.13"
SO - 0001976,6,0.05,"1,922.90","1,365.26"
SO - 0001977,1,0.05,"6,371.70","4,587.62"
SO - 0001978,2,0.4,"3,986.50","2,670.96"
SO - 0001979,8,0.075,"1,835.80","1,193.27"
SO - 0001980,1,0.2,871.00,574.86
SO - 0001981,6,0.075,"3,731.90","2,910.88"
SO - 0001982,8,0.15,"1,976.50",968.49
SO - 0001983,1,0.15,"3,537.60","3,006.96"
SO - 0001984,8,0.05,"2,405.30","1,803.98"
SO - 0001985,4,0.05,"3,075.30","2,490.99"
SO - 0001986,2,0.075,221.10,108.34
SO - 0001987,3,0.05,891.10,632.68
SO - 0001988,2,0.075,"1,226.10",944.10
SO - 0001989,4,0.075,"5,721.80","4,176.91"
SO - 0001990,7,0.05,"3,202.60","1,473.20"
SO - 0001991,5,0.1,"1,721.90","1,394.74"
SO - 0001992,4,0.4,897.80,493.79
SO - 0001993,8,0.075,"1,051.90",736.33
SO - 0001994,6,0.05,904.50,397.98
SO - 0001995,8,0.15,"2,673.30","1,202.99"
SO - 0001996,8,0.05,"1,065.30",745.71
SO - 0001997,4,0.075,"2,010.00",864.30
SO - 0001998,7,0.075,850.90,706.25
SO - 0001999,8,0.075,"2,465.60","1,676.61"
SO - 0002000,1,0.05,"3,872.60","2,284.83"
SO - 0002001,1,0.05,254.60,145.12
SO - 0002002,7,0.05,"3,182.50","2,004.98"
SO - 0002003,1,0.075,"1,112.20",745.17
SO - 0002004,3,0.15,917.90,596.64
SO - 0002005,1,0.05,"1,922.90",846.08
SO - 0002006,5,0.05,"1,996.60","1,078.16"
SO - 0002007,7,0.05,"3,966.40","2,379.84"
SO - 0002008,5,0.05,783.90,470.34
SO - 0002009,6,0.075,830.80,440.32
SO - 0002010,6,0.05,"1,045.20",543.50
SO - 0002011,1,0.1,"1,025.10",512.55
SO - 0002012,2,0.075,"5,319.80","3,298.28"
SO - 0002013,4,0.075,897.80,430.94
SO - 0002014,5,0.2,"1,969.80","1,477.35"
SO - 0002015,1,0.075,"1,112.20",678.44
SO - 0002016,6,0.2,"1,045.20",752.54
SO - 0002017,4,0.075,"1,031.80",412.72
SO - 0002018,5,0.4,"2,365.10","1,087.95"
SO - 0002019,3,0.1,234.50,105.53
SO - 0002020,8,0.1,"2,572.80","1,852.42"
SO - 0002021,5,0.05,174.20,87.10
SO - 0002022,1,0.1,"1,105.50",464.31
SO - 0002023,4,0.075,"3,832.40","3,180.89"
SO - 0002024,2,0.075,"3,939.60","3,230.47"
SO - 0002025,4,0.1,"1,085.40",868.32
SO - 0002026,7,0.05,"2,619.70","1,571.82"
SO - 0002027,7,0.05,"3,383.50","2,672.97"
SO - 0002028,8,0.05,817.40,335.13
SO - 0002029,2,0.1,"1,078.70",550.14
SO - 0002030,3,0.2,"6,204.20","4,280.90"
SO - 0002031,6,0.05,"5,299.70","4,186.76"
SO - 0002032,5,0.075,201.00,142.71
SO - 0002033,6,0.075,"3,396.90","2,377.83"
SO - 0002034,6,0.1,"1,065.30",681.79
SO - 0002035,5,0.075,"3,973.10","3,257.94"
SO - 0002036,8,0.05,"1,983.20","1,170.09"
SO - 0002037,2,0.4,"1,929.60","1,466.50"
SO - 0002038,3,0.15,891.10,481.19
SO - 0002039,7,0.2,"3,999.90","2,239.94"
SO - 0002040,4,0.3,"1,809.00","1,519.56"
SO - 0002041,5,0.075,"3,430.40","2,744.32"
SO - 0002042,5,0.05,"2,519.20","1,259.60"
SO - 0002043,1,0.075,"1,011.70",536.20
SO - 0002044,7,0.05,214.40,135.07
SO - 0002045,1,0.2,"2,324.90","1,464.69"
SO - 0002046,7,0.075,"2,552.70","1,761.36"
SO - 0002047,3,0.05,"1,775.50",994.28
SO - 0002048,3,0.075,"3,906.10","2,695.21"
SO - 0002049,4,0.1,"2,860.90","1,687.93"
SO - 0002050,3,0.05,931.30,540.15
SO - 0002051,7,0.075,"1,072.00",846.88
SO - 0002052,4,0.15,241.20,101.30
SO - 0002053,4,0.05,"3,691.70","2,584.19"
SO - 0002054,3,0.05,857.60,497.41
SO - 0002055,2,0.1,"1,185.90",960.58
SO - 0002056,6,0.1,"5,701.70","4,789.43"
SO - 0002057,8,0.05,"3,919.50","1,567.80"
SO - 0002058,2,0.05,"1,051.90",620.62
SO - 0002059,8,0.05,"1,018.40",407.36
SO - 0002060,4,0.075,"1,212.70",715.49
SO - 0002061,7,0.05,"3,075.30","1,998.95"
SO - 0002062,6,0.2,"5,587.80","2,682.14"
SO - 0002063,3,0.2,"1,125.60",855.46
SO - 0002064,1,0.05,"6,083.60","2,737.62"
SO - 0002065,4,0.1,964.80,665.71
SO - 0002066,2,0.075,187.60,133.20
SO - 0002067,3,0.15,703.50,295.47
SO - 0002068,8,0.05,"3,832.40","1,877.88"
SO - 0002069,4,0.1,"5,661.50","2,321.22"
SO - 0002070,7,0.2,207.70,159.93
SO - 0002071,5,0.2,"3,892.70","3,308.80"
SO - 0002072,7,0.05,"2,519.20","1,713.06"
SO - 0002073,2,0.075,"2,921.20","1,460.60"
SO - 0002074,7,0.05,"5,594.50","2,517.53"
SO - 0002075,6,0.15,991.60,743.70
SO - 0002076,7,0.05,891.10,570.30
SO - 0002077,4,0.05,"5,427.00","2,442.15"
SO - 0002078,1,0.2,"3,999.90","3,279.92"
SO - 0002079,7,0.075,"1,065.30",522.00
SO - 0002080,2,0.4,174.20,142.84
SO - 0002081,8,0.2,"3,819.00","3,131.58"
SO - 0002082,1,0.05,"1,058.60",730.43
SO - 0002083,4,0.4,"3,242.80","2,594.24"
SO - 0002084,8,0.075,"6,445.40","4,705.14"
SO - 0002085,1,0.15,"1,085.40",586.12
SO - 0002086,2,0.05,"3,571.10","1,999.82"
SO - 0002087,8,0.2,"2,398.60","1,319.23"
SO - 0002088,5,0.05,"1,299.80","1,026.84"
SO - 0002089,6,0.05,877.70,658.28
SO - 0002090,7,0.2,"1,018.40",712.88
SO - 0002091,7,0.1,"3,584.50","2,365.77"
SO - 0002092,4,0.05,991.60,743.70
SO - 0002093,1,0.15,"6,391.80","3,323.74"
SO - 0002094,1,0.05,871.00,644.54
SO - 0002095,7,0.075,"1,112.20",923.13
SO - 0002096,1,0.15,"1,835.80",844.47
SO - 0002097,8,0.075,201.00,90.45
SO - 0002098,1,0.1,"5,038.40","3,526.88"
SO - 0002099,8,0.1,"1,098.80",933.98
SO - 0002100,3,0.075,"2,271.30","1,703.48"
SO - 0002101,6,0.05,"1,313.20",617.20
SO - 0002102,4,0.05,971.50,388.60
SO - 0002103,4,0.075,"1,829.10","1,444.99"
SO - 0002104,2,0.1,"1,735.30","1,370.89"
SO - 0002105,8,0.3,"3,932.90","1,769.81"
SO - 0002106,8,0.4,"2,653.20","1,804.18"
SO - 0002107,4,0.1,"1,882.70","1,355.54"
SO - 0002108,4,0.05,"3,932.90","2,359.74"
SO - 0002109,4,0.075,"3,912.80","2,034.66"
SO - 0002110,5,0.15,978.20,743.43
SO - 0002111,6,0.1,"1,842.50","1,197.63"
SO - 0002112,7,0.4,254.60,104.39
SO - 0002113,1,0.075,"1,065.30",575.26
SO - 0002114,5,0.3,"3,510.80","2,211.80"
SO - 0002115,7,0.075,"5,701.70","2,907.87"
SO - 0002116,3,0.15,"3,390.20","2,373.14"
SO - 0002117,1,0.1,"2,298.10","1,401.84"
SO - 0002118,6,0.2,"3,959.70","1,663.07"
SO - 0002119,6,0.075,"2,318.20","1,715.47"
SO - 0002120,2,0.2,201.00,82.41
SO - 0002121,3,0.1,"2,827.40","2,403.29"
SO - 0002122,2,0.1,884.40,689.83
SO - 0002123,4,0.1,"3,966.40","2,697.15"
SO - 0002124,8,0.05,"3,899.40","3,314.49"
SO - 0002125,1,0.05,770.50,547.06
SO - 0002126,8,0.05,"1,038.50",633.49
SO - 0002127,3,0.4,837.50,661.63
SO - 0002128,3,0.075,"6,545.90","3,076.57"
SO - 0002129,3,0.1,254.60,198.59
SO - 0002130,2,0.4,174.20,78.39
SO - 0002131,3,0.1,"1,025.10",768.83
SO - 0002132,2,0.05,"1,775.50",727.96
SO - 0002133,8,0.4,"3,390.20","2,000.22"
SO - 0002134,3,0.05,234.50,93.80
SO - 0002135,5,0.05,"2,385.20","1,454.97"
SO - 0002136,2,0.05,"1,038.50",446.56
SO - 0002137,1,0.075,"2,492.40","1,395.74"
SO - 0002138,8,0.15,"1,045.20",595.76
SO - 0002139,2,0.4,"6,177.40","2,779.83"
SO - 0002140,6,0.05,"2,639.80","1,214.31"
SO - 0002141,8,0.15,"2,532.60","1,316.95"
SO - 0002142,5,0.1,"1,165.80",687.82
SO - 0002143,3,0.4,"3,959.70","3,207.36"
SO - 0002144,7,0.075,"1,125.60",619.08
SO - 0002145,5,0.075,"2,331.60","1,282.38"
SO - 0002146,7,0.1,"1,896.10","1,346.23"
SO - 0002147,6,0.1,"3,953.00","3,320.52"
SO - 0002148,6,0.05,857.60,634.62
SO - 0002149,4,0.1,"5,641.40","3,272.01"
SO - 0002150,1,0.05,"2,217.70","1,552.39"
SO - 0002151,7,0.2,"1,855.90","1,317.69"
SO - 0002152,2,0.075,"1,976.50","1,581.20"
SO - 0002153,2,0.1,"1,065.30",628.53
SO - 0002154,3,0.05,"3,872.60","2,594.64"
SO - 0002155,2,0.05,"3,886.00","1,826.42"
SO - 0002156,8,0.05,268.00,222.44
SO - 0002157,4,0.05,214.40,92.19
SO - 0002158,5,0.075,676.70,433.09
SO - 0002159,1,0.05,"1,005.00",412.05
SO - 0002160,1,0.05,"1,065.30",703.10
SO - 0002161,2,0.1,167.50,113.90
SO - 0002162,4,0.15,"1,179.20",837.23
SO - 0002163,7,0.2,"5,808.90","3,485.34"
SO - 0002164,4,0.05,"3,772.10","3,093.12"
SO - 0002165,1,0.05,"3,484.00","1,532.96"
SO - 0002166,8,0.075,"1,051.90",420.76
SO - 0002167,1,0.075,207.70,116.31
SO - 0002168,3,0.1,"1,708.50","1,195.95"
SO - 0002169,2,0.15,"1,118.90",794.42
SO - 0002170,4,0.1,"1,896.10",796.36
SO - 0002171,4,0.1,"2,271.30",931.23
SO - 0002172,4,0.075,"5,681.60","3,749.86"
SO - 0002173,1,0.075,"1,065.30",607.22
SO - 0002174,4,0.05,"2,579.50","2,140.99"
SO - 0002175,6,0.05,"3,879.30","2,987.06"
SO - 0002176,6,0.3,"2,485.70","1,242.85"
SO - 0002177,6,0.2,931.30,707.79
SO - 0002178,3,0.05,"1,112.20",856.39
SO - 0002179,6,0.075,"1,058.60",465.78
SO - 0002180,8,0.15,"1,018.40",824.90
SO - 0002181,3,0.05,"1,882.70","1,091.97"
SO - 0002182,7,0.1,"1,025.10",563.81
SO - 0002183,4,0.075,"5,882.60","4,176.65"
SO - 0002184,1,0.15,"1,125.60",866.71
SO - 0002185,5,0.1,"1,165.80",920.98
SO - 0002186,8,0.2,"5,353.30","3,533.18"
SO - 0002187,7,0.1,"3,979.80","1,989.90"
SO - 0002188,6,0.075,194.30,126.30
SO - 0002189,3,0.2,"3,852.50","2,812.33"
SO - 0002190,1,0.075,"6,083.60","2,555.11"
SO - 0002191,2,0.05,"6,190.80","2,538.23"
SO - 0002192,8,0.05,"3,852.50","2,966.43"
SO - 0002193,7,0.075,"1,735.30",850.30
SO - 0002194,3,0.3,"2,680.00","1,098.80"
SO - 0002195,3,0.075,"1,675.00",686.75
SO - 0002196,3,0.075,"1,681.70",908.12
SO - 0002197,8,0.1,"3,892.70","2,374.55"
SO - 0002198,3,0.1,"3,979.80","1,870.51"
SO - 0002199,1,0.075,"1,152.40",507.06
SO - 0002200,1,0.1,"3,819.00","1,565.79"
SO - 0002201,5,0.075,"2,385.20","1,955.86"
SO - 0002202,3,0.075,"3,879.30","2,056.03"
SO - 0002203,8,0.075,"3,819.00","2,405.97"
SO - 0002204,7,0.075,207.70,141.24
SO - 0002205,4,0.075,"1,105.50",884.40
SO - 0002206,3,0.1,174.20,109.75
SO - 0002207,1,0.075,"1,018.40",773.98
SO - 0002208,8,0.075,"2,525.90","1,161.91"
SO - 0002209,7,0.3,"3,859.20","2,354.11"
SO - 0002210,1,0.075,"2,378.50","1,522.24"
SO - 0002211,3,0.2,"2,010.00","1,386.90"
SO - 0002212,2,0.05,"3,865.90","1,585.02"
SO - 0002213,3,0.05,"1,701.80","1,242.31"
SO - 0002214,1,0.1,"1,889.40",944.70
SO - 0002215,6,0.1,221.10,114.97
SO - 0002216,3,0.1,984.90,492.45
SO - 0002217,1,0.075,"1,098.80",483.47
SO - 0002218,7,0.1,931.30,577.41
SO - 0002219,1,0.075,"5,641.40","4,456.71"
SO - 0002220,1,0.15,"1,065.30",788.32
SO - 0002221,5,0.1,"1,058.60",857.47
SO - 0002222,6,0.1,"1,842.50",902.83
SO - 0002223,7,0.075,"2,840.80","1,619.26"
SO - 0002224,4,0.075,"3,886.00","2,020.72"
SO - 0002225,6,0.075,"1,869.30","1,084.19"
SO - 0002226,7,0.075,"1,072.00",825.44
SO - 0002227,4,0.15,"1,319.90",857.94
SO - 0002228,5,0.15,"3,832.40","1,762.90"
SO - 0002229,5,0.3,"2,653.20","2,069.50"
SO - 0002230,1,0.4,"1,715.20","1,149.18"
SO - 0002231,6,0.1,"3,437.10","1,615.44"
SO - 0002232,1,0.3,"3,852.50","2,581.18"
SO - 0002233,5,0.05,"1,989.90","1,552.12"
SO - 0002234,3,0.05,"1,118.90",827.99
SO - 0002235,2,0.075,"1,092.10",709.87
SO - 0002236,7,0.05,"2,405.30","1,154.54"
SO - 0002237,2,0.4,"1,038.50",446.56
SO - 0002238,6,0.1,"1,031.80",546.85
SO - 0002239,5,0.05,"2,532.60","1,443.58"
SO - 0002240,2,0.1,"2,552.70","1,557.15"
SO - 0002241,3,0.05,"1,802.30",829.06
SO - 0002242,7,0.1,"1,085.40",694.66
SO - 0002243,4,0.15,"3,363.40","2,354.38"
SO - 0002244,5,0.05,"5,701.70","2,280.68"
SO - 0002245,4,0.2,174.20,125.42
SO - 0002246,2,0.1,"1,065.30",671.14
SO - 0002247,6,0.1,"1,105.50",928.62
SO - 0002248,5,0.15,167.50,108.88
SO - 0002249,7,0.1,"3,752.00","3,001.60"
SO - 0002250,6,0.075,703.50,576.87
SO - 0002251,4,0.05,"1,795.60",772.11
SO - 0002252,1,0.05,"3,899.40","2,300.65"
SO - 0002253,1,0.075,991.60,803.20
SO - 0002254,1,0.15,"2,539.30","1,193.47"
SO - 0002255,1,0.075,"1,051.90",704.77
SO - 0002256,3,0.2,911.20,501.16
SO - 0002257,3,0.075,"3,912.80","3,325.88"
SO - 0002258,5,0.075,998.30,708.79
SO - 0002259,6,0.05,"1,031.80",433.36
SO - 0002260,4,0.1,"2,753.70","1,459.46"
SO - 0002261,7,0.4,234.50,143.05
SO - 0002262,2,0.05,"1,132.30",702.03
SO - 0002263,2,0.1,978.20,449.97
SO - 0002264,6,0.075,"2,619.70","1,938.58"
SO - 0002265,7,0.15,"1,078.70",528.56
SO - 0002266,2,0.05,"1,829.10",804.80
SO - 0002267,1,0.05,"1,038.50",508.87
SO - 0002268,5,0.05,"3,946.30","1,894.22"
SO - 0002269,1,0.05,"5,299.70","2,596.85"
SO - 0002270,6,0.15,"2,365.10","1,442.71"
SO - 0002271,3,0.15,268.00,120.60
SO - 0002272,8,0.075,"1,139.00",785.91
SO - 0002273,6,0.05,"1,139.00",751.74
SO - 0002274,2,0.3,247.90,148.74
SO - 0002275,5,0.4,"3,926.20","1,806.05"
SO - 0002276,8,0.05,938.00,712.88
SO - 0002277,6,0.075,"3,718.50","2,417.03"
SO - 0002278,4,0.05,"2,472.30","1,335.04"
SO - 0002279,5,0.05,"5,601.20","3,080.66"
SO - 0002280,3,0.3,"3,959.70","1,861.06"
SO - 0002281,5,0.15,"1,802.30",720.92
SO - 0002282,3,0.05,"2,418.70","1,596.34"
SO - 0002283,6,0.05,"1,299.80","1,065.84"
SO - 0002284,6,0.1,"1,118.90",682.53
SO - 0002285,6,0.1,"3,932.90","1,573.16"
SO - 0002286,1,0.075,221.10,95.07
SO - 0002287,2,0.1,187.60,93.80
SO - 0002288,7,0.05,"2,244.50","1,324.26"
SO - 0002289,7,0.3,"2,432.10","1,799.75"
SO - 0002290,5,0.05,"6,298.00","3,337.94"
SO - 0002291,8,0.05,"2,271.30","1,476.35"
SO - 0002292,8,0.05,"3,979.80","2,785.86"
SO - 0002293,4,0.4,241.20,166.43
SO - 0002294,1,0.2,"1,098.80",439.52
SO - 0002295,7,0.15,"2,331.60","1,468.91"
SO - 0002296,5,0.05,"2,934.60","2,406.37"
SO - 0002297,4,0.1,"1,788.90","1,377.45"
SO - 0002298,7,0.05,"3,075.30","2,583.25"
SO - 0002299,2,0.05,"2,257.90","1,422.48"
SO - 0002300,8,0.15,971.50,612.05
SO - 0002301,1,0.075,"3,705.10","2,482.42"
SO - 0002302,6,0.075,241.20,110.95
SO - 0002303,4,0.15,"3,953.00","2,529.92"
SO - 0002304,5,0.075,844.20,337.68
SO - 0002305,3,0.075,"2,633.10","1,737.85"
SO - 0002306,1,0.05,"1,701.80","1,412.49"
SO - 0002307,4,0.075,167.50,78.73
SO - 0002308,4,0.15,"2,378.50","1,236.82"
SO - 0002309,7,0.05,"1,078.70",733.52
SO - 0002310,1,0.05,"2,452.20","1,888.19"
SO - 0002311,5,0.075,"1,922.90","1,519.09"
SO - 0002312,1,0.4,"6,224.30","3,859.07"
SO - 0002313,4,0.15,"1,876.00",994.28
SO - 0002314,5,0.05,"6,304.70","2,774.07"
SO - 0002315,4,0.1,964.80,569.23
SO - 0002316,2,0.15,"3,611.30","2,780.70"
SO - 0002317,3,0.075,"1,005.00",633.15
SO - 0002318,2,0.15,"2,793.90","1,201.38"
SO - 0002319,3,0.05,850.90,646.68
SO - 0002320,5,0.075,"2,278.00","1,913.52"
SO - 0002321,7,0.15,"1,092.10",655.26
SO - 0002322,4,0.05,"6,505.70","3,578.14"
SO - 0002323,5,0.05,"1,125.60",495.26
SO - 0002324,8,0.15,"1,165.80",559.58
SO - 0002325,5,0.05,978.20,674.96
SO - 0002326,8,0.075,"3,035.10","1,578.25"
SO - 0002327,4,0.075,214.40,167.23
SO - 0002328,3,0.075,"1,125.60",709.13
SO - 0002329,2,0.1,"5,567.70","3,284.94"
SO - 0002330,7,0.075,167.50,70.35
SO - 0002331,1,0.2,"1,822.40","1,111.66"
SO - 0002332,2,0.4,"5,983.10","2,632.56"
